@relation arffFile 
@attribute score numeric 
@attribute id string 
@attribute tweet string 
@attribute WordCount numeric 
@attribute SCREAMER {yes,no} 
@attribute AngerAll numeric 
@attribute AngerNN numeric 
@attribute AngerVerbs numeric 
@attribute AngerADJ numeric 
@attribute AngerHashTags numeric 
@attribute AngerMAX numeric 
@attribute AngerSTDV numeric 
@attribute HappinessAll numeric 
@attribute HappinessNN numeric 
@attribute HappinessVerbs numeric 
@attribute HappinessADJ numeric 
@attribute HappinessHashTags numeric 
@attribute HappinessMAX numeric 
@attribute HappinessSTDV numeric 
@attribute DisgustAll numeric 
@attribute DisgustNN numeric 
@attribute DisgustVerbs numeric 
@attribute DisgustADJ numeric 
@attribute DisgustHashTags numeric 
@attribute DisgustMAX numeric 
@attribute DisgustSTDV numeric 
@attribute DominanceAll numeric 
@attribute DominanceNN numeric 
@attribute DominanceVerbs numeric 
@attribute DominanceADJ numeric 
@attribute DominanceHashTags numeric 
@attribute DominanceMAX numeric 
@attribute DominanceSTDV numeric 
@attribute AnticipationAll numeric 
@attribute AnticipationNN numeric 
@attribute AnticipationVerbs numeric 
@attribute AnticipationADJ numeric 
@attribute AnticipationHashTags numeric 
@attribute AnticipationMAX numeric 
@attribute AnticipationSTDV numeric 
@attribute SadnessAll numeric 
@attribute SadnessNN numeric 
@attribute SadnessVerbs numeric 
@attribute SadnessADJ numeric 
@attribute SadnessHashTags numeric 
@attribute SadnessMAX numeric 
@attribute SadnessSTDV numeric 
@attribute TrustAll numeric 
@attribute TrustNN numeric 
@attribute TrustVerbs numeric 
@attribute TrustADJ numeric 
@attribute TrustHashTags numeric 
@attribute TrustMAX numeric 
@attribute TrustSTDV numeric 
@attribute FearAll numeric 
@attribute FearNN numeric 
@attribute FearVerbs numeric 
@attribute FearADJ numeric 
@attribute FearHashTags numeric 
@attribute FearMAX numeric 
@attribute FearSTDV numeric 
@attribute JoyAll numeric 
@attribute JoyNN numeric 
@attribute JoyVerbs numeric 
@attribute JoyADJ numeric 
@attribute JoyHashTags numeric 
@attribute JoyMAX numeric 
@attribute JoySTDV numeric 
@attribute AbsConcAll numeric 
@attribute AbsConcNN numeric 
@attribute AbsConcVerbs numeric 
@attribute AbsConcADJ numeric 
@attribute AbsConcHashTags numeric 
@attribute AbsConcMAX numeric 
@attribute AbsConcSTDV numeric 
@attribute ArousalAll numeric 
@attribute ArousalNN numeric 
@attribute ArousalVerbs numeric 
@attribute ArousalADJ numeric 
@attribute ArousalHashTags numeric 
@attribute ArousalMAX numeric 
@attribute ArousalSTDV numeric 
@attribute SurpiseAll numeric 
@attribute SurpiseNN numeric 
@attribute SurpiseVerbs numeric 
@attribute SurpiseADJ numeric 
@attribute SurpiseHashTags numeric 
@attribute SurpiseMAX numeric 
@attribute SurpiseSTDV numeric 
@attribute ValencyAll numeric 
@attribute ValencyNN numeric 
@attribute ValencyVerbs numeric 
@attribute ValencyADJ numeric 
@attribute ValencyHashTags numeric 
@attribute ValencyMAX numeric 
@attribute ValencySTDV numeric 
@attribute angerINT numeric 
@attribute fearINT numeric 
@attribute joyINT numeric 
@attribute sadnessINT numeric 

@data
0.417,"171","@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage",23,no,1.6805833333333327,1.7930000000000001,2.005375,1.871,2.892,4.172,0.7328828672451344,5.441958333333335,6.395,4.883875,6.502,5.29,7.063,0.9516148964953649,1.352291666666667,1.3752499999999999,1.624,1.158,2.432,3.861,0.6585967611828801,5.179083333333332,6.2940000000000005,4.601999999999999,5.716,5.071,8.064,1.1658328210625513,1.4845833333333334,2.2392499999999997,1.75475,1.693,3.831,3.265,0.7773008995272019,0.7541249999999998,1.0865,0.762,1.293,2.073,1.744,0.35435174277643344,0.9888333333333331,1.3569999999999998,1.021375,1.967,3.464,1.996,0.5065667616987627,1.1071666666666669,1.4232500000000001,1.180875,1.511,2.785,2.059,0.4124003612644083,1.0366666666666666,1.2995,1.0498750000000001,0.922,2.945,2.439,0.44860020611624357,2.184958333333334,2.7902500000000003,1.8253750000000002,1.261,4.067,5.46,1.4488437812739619,1.9872500000000006,2.7944999999999998,2.089,2.211,2.346,4.275,0.8915774613376101,1.931375,2.56,2.0456250000000002,2.17,4.448,3.405,0.729775415870318,5.419291666666667,5.994249999999999,4.67625,6.517,5.276,7.494,1.136435253388827,0.501,0.316,0.374,0.393
0.417,"172","@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂",19,no,1.9524761904761907,1.952,1.58075,1.129,2.892,5.065,1.0603423324119254,5.291190476190476,4.842499999999999,5.30425,7.469,5.29,7.469,1.1542000528092007,1.3437142857142856,1.6795,1.3367499999999999,0.862,2.432,2.445,0.4716145823505824,5.148809523809523,5.034,5.331250000000001,6.854,5.071,6.854,0.8544323623931633,1.3635714285714287,2.0475,1.5535,1.037,3.831,2.698,0.5976287787103773,0.672952380952381,0.7955,0.64525,0.487,2.073,1.231,0.23337747881714643,0.8771904761904763,0.9784999999999999,0.76225,0.379,3.464,2.576,0.46947615690763456,1.042761904761905,1.258,0.8482500000000001,0.64,2.785,2.538,0.4389595544878713,0.9932857142857142,0.9530000000000001,1.05175,1.46,2.945,1.756,0.3008461638208376,1.963714285714286,4.2585,1.6695,0.754,4.067,7.224,1.6035455759926858,2.5131904761904758,4.408,1.9347500000000002,3.884,2.346,6.658,1.5100879318452822,1.8363333333333334,2.3685,1.9125,1.835,4.448,3.094,0.6642696239730772,5.448380952380952,4.314500000000001,5.737,6.873,5.276,6.873,1.2762232749871973,0.533,0.465,0.378,0.422
0.5,"173","@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.",18,no,2.2775333333333334,2.581,1.4035000000000002,5.086,2.892,5.086,1.4412507398916037,5.063666666666666,5.539,5.371,3.648,5.29,5.804,0.7491924859155896,1.9432000000000003,2.323,1.2995,5.47,2.432,5.47,1.338484601544384,4.838266666666668,4.9355,5.6495,2.219,5.071,6.178,1.229601414318981,1.9541333333333337,2.3345,1.4005,3.213,3.831,5.544,1.3200177956953385,0.7388666666666667,0.913,0.652,1.154,2.073,1.673,0.44066749153442,0.8781333333333335,0.8425,0.6225,1.108,3.464,1.983,0.41386140997520743,1.3706,0.911,0.8009999999999999,2.866,2.785,3.597,1.0108352840243418,1.0912000000000002,1.8165,0.981,1.1,2.945,2.205,0.38774700883068447,2.2206666666666663,6.4915,1.29,2.752,4.067,8.464,2.1080346861698547,1.735066666666667,1.2535,1.264,5.482,2.346,5.482,1.0951523355658053,1.9952000000000003,2.3445,1.8765,1.942,4.448,4.329,0.8733496436135987,5.1799333333333335,5.7940000000000005,5.6579999999999995,2.538,5.276,6.656,1.2126396512606388,0.456,0.404,0.387,0.44
0.854,"174","Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!",28,yes,1.9573666666666667,3.0055,2.7138,1.9460000000000002,2.892,6.075,1.288647044674036,5.318300000000002,5.463333333333334,5.484399999999999,4.353,5.29,7.072,0.9794726994487989,1.6106666666666665,2.6298333333333335,1.6667999999999998,1.226,2.432,3.861,0.8637821138631461,5.227166666666666,4.837000000000001,5.539199999999999,4.582,5.071,6.932,1.0985030592876688,1.6682000000000003,3.0265,1.7578000000000003,1.3395,3.831,4.649,0.9660841471167742,0.8012999999999999,1.233,0.9666,0.9135,2.073,1.939,0.42317512067537794,0.9841000000000001,1.409,1.1813999999999998,0.982,3.464,2.654,0.5228855845046396,1.2223666666666666,1.9275,1.3752,1.016,2.785,3.419,0.6918595872760218,1.1692666666666665,1.6371666666666667,1.1358000000000001,1.0939999999999999,2.945,2.917,0.6079116277276136,3.011666666666667,4.2455,3.9311999999999996,2.0124999999999997,4.067,8.234,2.164611175299131,2.3354666666666666,3.2098333333333335,2.7944,2.168,2.346,5.975,1.1866733488123886,2.0879666666666665,3.1515,2.1056,1.2890000000000001,4.448,4.748,0.9570247891911875,5.510966666666667,5.058333333333334,5.3094,4.2805,5.276,7.019,1.2432568043687497,0.533,0.286,0.546,0.496
0.292,"175","JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ",20,no,1.75095,1.46775,1.903,2.892,2.892,2.903,0.6424896046670818,5.5619,6.55525,6.045,5.29,5.29,7.232,0.7402211547198153,1.64055,1.5925,1.4865,2.432,2.432,3.282,0.7095925053748882,5.50145,6.31775,5.8995,5.071,5.071,7.301,0.8528326469385482,2.1639500000000003,2.2135,4.0375,3.831,3.831,5.448,1.350315771062068,0.959,1.1287500000000001,0.8235,2.073,2.073,2.124,0.4748854709572781,1.6867000000000005,2.275,2.6875,3.464,3.464,4.443,1.0926666126114541,1.4263000000000001,1.7915,1.5725,2.785,2.785,2.382,0.5690359437356818,1.4466500000000002,1.612,1.3715000000000002,2.945,2.945,2.884,0.574430818976031,2.9770499999999998,3.8194999999999997,2.3255,4.067,4.067,7.451,1.693704767506334,1.8741499999999998,2.7657499999999997,1.9315000000000002,2.346,2.346,3.574,0.6935737561810986,2.6049500000000005,3.2735000000000003,3.004,4.448,4.448,4.113,0.8283310090334153,5.678050000000001,6.40475,5.664,5.276,5.276,6.96,0.6797150699490114,0.422,0.483,0.341,0.315
0.188,"176","JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless",21,no,1.8554761904761903,1.46775,1.903,2.892,3.946,3.946,0.7884119874182293,5.551095238095238,6.55525,6.045,5.29,5.335,7.232,0.7231753525087746,1.7042857142857142,1.5925,1.4865,2.432,2.979,3.282,0.7507679496926559,5.558333333333333,6.31775,5.8995,5.071,6.696,7.301,0.8711528759829318,2.349761904761905,2.2135,4.0375,3.831,6.066,6.066,1.5675561841529606,0.9729523809523809,1.1287500000000001,0.8235,2.073,1.252,2.124,0.46725629757023884,1.8353809523809528,2.275,2.6875,3.464,4.809,4.809,1.2642985595258138,1.540904761904762,1.7915,1.5725,2.785,3.833,3.833,0.7638266102173913,1.5682857142857145,1.612,1.3715000000000002,2.945,4.001,4.001,0.7900458304970127,2.8876190476190473,3.8194999999999997,2.3255,4.067,1.099,7.451,1.7009291130494086,2.0283333333333333,2.7657499999999997,1.9315000000000002,2.346,5.112,5.112,0.9778623795470063,2.7966666666666673,3.2735000000000003,3.004,4.448,6.631,6.631,1.1931833611534035,5.6778095238095245,6.40475,5.664,5.276,5.673,6.96,0.6625052165113584,0.378,0.504,0.348,0.318
0.629,"177","White people irritate me.",4,no,2.5698,1.968,6.0,1.677,2.892,6.0,1.929459172929036,5.325,6.132,2.736,5.725,5.29,6.518,1.4977599941245592,2.0604,1.712,3.417,2.58,2.432,3.417,0.9219312881120805,4.8642,4.667,3.166,5.345,5.071,5.823,1.0345277666645782,1.1846,1.307,1.693,1.294,3.831,1.693,0.4413482751750595,0.739,0.534,0.959,0.898,2.073,0.959,0.18264446337077944,0.6849999999999999,0.587,0.677,0.593,3.464,0.878,0.11769239567618633,0.9344000000000001,0.769,1.602,0.855,2.785,1.602,0.38845179881164155,0.78,0.526,0.967,0.554,2.945,1.036,0.23316624970179536,4.6415999999999995,7.269,2.133,6.24,4.067,7.269,2.591410098768622,2.5006000000000004,2.086,6.46,0.792,2.346,6.46,2.262622991132195,1.7124,1.607,1.859,1.451,4.448,2.362,0.4205042211440927,5.2926,5.719,2.168,6.065,5.276,6.472,1.767034323379147,0.612,0.342,0.576,0.567
0.708,"178","Y'all bitches be so angry and bitter that must truly suck lol",12,no,2.836230769230769,3.731,2.1683333333333334,7.0645,2.892,7.656,2.2476129617087155,4.505230769230769,2.551,4.164666666666666,1.8975,5.29,7.421,1.8379504052905489,2.0226153846153845,3.797,1.9456666666666667,3.864,2.432,4.472,1.2336014036458143,4.775692307692308,3.346,4.889,2.6715,5.071,6.976,1.2394437182741422,1.4325384615384613,1.745,1.3566666666666667,2.4565,3.831,3.065,0.7233139723274413,0.8376153846153845,0.523,0.6723333333333333,2.0934999999999997,2.073,2.776,0.6576869238046242,0.9693076923076924,0.865,0.9526666666666667,1.492,3.464,1.918,0.38445055698910197,0.966923076923077,0.962,0.6469999999999999,2.3280000000000003,2.785,2.371,0.6409765286314393,0.9338461538461539,0.619,0.8563333333333333,1.3775,2.945,1.946,0.36895818330217456,1.9384615384615387,5.497,2.208,1.665,4.067,5.497,1.7110876470530185,2.9609230769230765,4.471,2.580666666666667,5.0065,2.346,6.932,1.9613321774386943,2.0087692307692313,2.134,1.2986666666666666,3.609,4.448,3.849,0.9368078915343452,4.897,2.425,5.106333333333334,2.023,5.276,7.828,1.9713419287378842,0.562,0.504,0.553,0.439
0.625,"179","@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers",21,no,1.8529999999999998,3.0774,1.6300000000000001,2.892,2.892,5.215,1.0934007956829006,5.1985238095238095,4.8604,5.4597999999999995,5.29,5.29,7.009,0.9444249900890817,2.111761904761905,3.9227999999999996,1.6742000000000001,2.432,2.432,6.654,1.504588844327975,4.993904761904762,4.0378,5.739800000000001,5.071,5.071,6.456,1.0572747942120773,1.938571428571429,3.3045999999999998,1.843,3.831,3.831,5.164,1.24313662046569,0.8953333333333333,1.0836000000000001,0.818,2.073,2.073,2.899,0.5753274140290321,1.075476190476191,1.5521999999999998,1.1592,3.464,3.464,1.996,0.45336085175581925,1.1733809523809524,1.3386,1.1206,2.785,2.785,2.495,0.49578861182871836,1.027095238095238,0.983,1.1026,2.945,2.945,2.314,0.4624695562695889,3.2038571428571423,5.007,3.654,4.067,4.067,7.067,2.077753240539268,2.1164761904761904,3.3533999999999997,2.0862,2.346,2.346,5.383,1.15513270315785,2.1263333333333327,2.4698,2.089,4.448,4.448,3.333,0.8686141452528466,5.182333333333334,4.0466,5.3382000000000005,5.276,5.276,6.942,1.2821211461220554,0.441,0.335,0.534,0.459
0.438,"180","We're going to get City in the next round for a revenge.",12,no,1.3059999999999998,1.6486666666666665,1.2635,0.989,2.892,2.366,0.4705503869583646,5.202307692307692,4.646,5.596,5.354,5.29,5.844,0.7922614661645679,1.0983846153846153,1.4669999999999999,0.9715,0.56,2.432,2.188,0.5206195889613225,5.348076923076923,4.682666666666667,5.286,5.747,5.071,6.107,0.5332136003420614,1.3354615384615385,2.0863333333333336,0.7275,2.08,3.831,2.402,0.6604206507200059,0.49938461538461537,0.722,0.3435,0.349,2.073,0.883,0.16806027612215924,0.7833846153846153,1.296,0.436,0.434,3.464,2.375,0.5107492108758038,0.985,1.1593333333333333,0.6825000000000001,1.274,2.785,1.468,0.28005356630473394,1.0067692307692306,1.2016666666666667,0.5660000000000001,0.789,2.945,1.974,0.39083119839775543,2.1372307692307695,3.8653333333333335,1.874,2.149,4.067,5.56,1.5010424241087788,2.2693846153846153,3.4766666666666666,2.775,2.083,2.346,6.658,1.4585263989418418,1.5568461538461535,2.0783333333333336,1.097,1.259,4.448,2.95,0.6459592151926526,5.642461538461538,4.436,5.994999999999999,5.586,5.276,6.789,1.1373912120421754,0.555,0.349,0.419,0.463
0.354,"181","Me: *sees incense burner* is this for drugs?",8,no,2.105,2.211333333333333,1.5270000000000001,2.892,2.892,3.398,0.786011565957004,4.989416666666668,4.261,5.615,5.29,5.29,6.204,1.1212617453187061,1.7283333333333333,2.288666666666667,1.052,2.432,2.432,3.333,0.6841399821319576,4.970583333333333,3.48,5.855,5.071,5.071,6.223,1.1965258389743756,1.7965833333333332,2.4833333333333334,1.4969999999999999,3.831,3.831,2.601,0.5789687475210218,1.0053333333333334,1.57,0.721,2.073,2.073,1.95,0.521029807790361,0.9978333333333333,0.9236666666666666,0.917,3.464,3.464,1.685,0.3203086106563576,1.4037499999999998,1.6486666666666665,1.097,2.785,2.785,1.785,0.2895410553397786,1.7870833333333331,3.305,1.1045,2.945,2.945,5.182,1.3343544205708502,3.877916666666667,7.523666666666666,1.9125,4.067,4.067,7.827,2.5178732171971623,2.1394166666666665,3.136333333333333,1.946,2.346,2.346,5.975,1.2581957831704407,2.4551666666666665,2.885666666666667,1.667,4.448,4.448,3.213,0.681243493157694,5.248833333333333,3.917,5.7745,5.276,5.276,6.789,1.3104208091180851,0.374,0.494,0.481,0.404
0.688,"182","@daemondave @paulkrugman Hey stupid that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",25,no,2.2630357142857145,5.441,1.7182,3.3296666666666668,2.892,5.441,1.2053710810873528,4.938357142857143,1.786,5.7974,2.736666666666667,5.29,7.581,1.2923599204637863,1.9024642857142857,4.852,1.408,2.4453333333333336,2.432,4.852,1.050904600883796,4.914642857142858,2.165,5.774,3.089,5.071,8.288,1.4077468263093784,2.0072857142857137,4.134,1.5776,1.3823333333333334,3.831,5.847,1.5675022324313446,0.8864285714285712,1.904,0.8484,0.8363333333333333,2.073,1.904,0.47713701957586085,1.1617142857142857,1.704,1.2664,0.848,3.464,3.137,0.7773518607065368,1.4203214285714285,2.392,0.9794,0.9733333333333333,2.785,5.177,1.0614871138441309,1.202357142857143,1.015,1.3352,0.5096666666666666,2.945,2.82,0.6003638535203102,2.375785714285714,1.313,1.8832,2.144,4.067,5.784,1.534453126304416,2.2600357142857144,7.271,2.5698,2.9493333333333336,2.346,7.271,1.405555392590492,2.065785714285714,2.986,2.1414,1.7226666666666668,4.448,4.976,0.890248419643219,5.017285714285714,1.986,5.8266,2.7769999999999997,5.276,7.348,1.4045500889540934,0.464,0.301,0.575,0.439
0.417,"183","@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism",19,no,1.8080000000000003,1.688,3.1039999999999996,2.079,2.892,6.269,1.20592174835596,5.4581,6.122,4.104333333333333,6.247333333333334,5.29,6.615,0.9109895660619194,1.68495,1.8984999999999999,2.5996666666666663,2.207333333333333,2.432,5.116,1.1129893589598665,5.332800000000001,5.8095,4.057333333333333,6.249333333333333,5.071,7.612,1.0973861096643291,1.5075000000000003,2.3055,1.6096666666666666,2.7196666666666665,3.831,4.54,1.0812652676135344,0.7655999999999998,1.1005,0.797,0.8946666666666667,2.073,1.616,0.36605858029900945,1.08375,1.7255,1.1643333333333332,1.4656666666666667,3.464,2.845,0.671722128875514,1.2416500000000001,1.3820000000000001,1.5,1.8943333333333332,2.785,3.376,0.7013774623815925,1.2226000000000001,1.5935000000000001,1.0413333333333334,1.6183333333333334,2.945,2.29,0.4295573486619379,2.24,3.77,1.0356666666666665,1.8499999999999999,4.067,6.561,1.563374319591407,2.1255499999999996,2.4739999999999998,3.361,2.3706666666666667,2.346,5.795,1.099563045989298,2.2121500000000003,1.9485,2.5776666666666666,2.562,4.448,4.568,0.8672628615665676,5.6872,6.07,4.335,6.267333333333333,5.276,7.139,1.1123023822116378,0.462,0.516,0.388,0.463
0.653,"184","@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.",19,no,2.079904761904762,3.05375,1.68275,1.871,2.892,4.699,1.1161759675231278,5.001714285714284,3.792,5.804,6.502,5.29,7.324,1.2023069135148954,1.9162857142857146,2.51925,1.57,1.158,2.432,4.813,1.1884266129154608,4.962380952380952,4.45,5.454750000000001,5.716,5.071,7.192,1.0150153435387308,2.0727619047619044,2.9122500000000002,2.21825,1.693,3.831,4.636,1.099764243134041,0.9406666666666668,1.06575,0.8827499999999999,1.293,2.073,3.243,0.6157123787397272,1.2452380952380955,1.608,1.28,1.967,3.464,3.004,0.6751733780860961,1.434714285714286,1.6532499999999999,1.41675,1.511,2.785,3.516,0.8300027194447706,1.2444761904761905,1.32475,1.4147500000000002,0.922,2.945,2.055,0.39062368323587593,1.5739523809523808,1.2174999999999998,1.8645,1.261,4.067,3.584,0.8106945464347516,2.2227619047619047,3.43325,2.4115,2.211,2.346,5.076,1.0517846217150117,2.2559523809523814,2.19725,2.746,2.17,4.448,4.436,0.8754019920122684,5.111285714285714,3.67325,5.5927500000000006,6.517,5.276,7.145,1.3175103089865043,0.517,0.201,0.588,0.576
0.354,"185","So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.",20,no,1.9233181818181817,2.339,2.186,2.882,2.892,4.441,0.7922180668022948,5.040727272727272,3.7565,5.1113333333333335,2.976,5.29,6.3,0.8839248611579833,1.3410454545454547,2.021,1.45,1.525,2.432,2.761,0.4763181687018645,4.579545454545454,4.304,4.339666666666667,1.779,5.071,5.823,0.920088697964067,1.501772727272727,1.3105,1.8523333333333332,2.26,3.831,5.615,1.1156811684782395,1.0548181818181819,3.3965,1.0773333333333333,2.34,2.073,5.767,1.1696303704432456,0.9545000000000001,0.9750000000000001,0.8286666666666668,2.103,3.464,2.194,0.4904239905186027,1.2989545454545455,1.516,1.5356666666666665,4.366,2.785,4.366,0.8623291536670142,1.144,1.3535,1.3483333333333334,2.403,2.945,2.403,0.48949818813809326,2.3612727272727274,6.0515,3.002333333333333,1.275,4.067,6.765,1.791186549584173,2.1216818181818184,2.903,2.949,4.539,2.346,4.539,1.1529303611879245,2.1091818181818183,2.566,1.9023333333333332,5.695,4.448,5.695,1.1063093787717981,4.917181818181818,4.226,4.9399999999999995,2.58,5.276,6.039,0.8566542691170906,0.503,0.426,0.648,0.608
0.667,"186","@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees",11,no,2.0584285714285713,1.753,0.8243333333333333,7.656,2.892,7.656,2.4978485981034995,5.4684285714285705,6.268,6.3709999999999996,1.238,5.29,7.388,1.995879743967795,1.7822857142857145,2.278,1.6513333333333335,3.256,2.432,3.256,1.0791456056043771,5.135714285714285,3.791,6.326666666666667,2.408,5.071,7.397,1.6014886527109409,1.2354285714285713,3.097,0.5066666666666667,1.848,3.831,3.097,0.960930600536594,0.673,1.011,0.41900000000000004,1.411,2.073,1.411,0.4061805838129965,0.6817142857142857,1.163,0.37033333333333335,1.066,3.464,1.163,0.34541796627936344,1.0468571428571427,2.382,0.3906666666666667,2.371,2.785,2.382,0.925524613137765,0.8212857142857144,1.08,0.6716666666666667,0.809,2.945,1.08,0.18263416464407228,3.787857142857143,7.845,3.415333333333333,1.606,4.067,7.845,3.0432507525435923,3.0294285714285714,3.848,2.4933333333333336,6.932,2.346,6.932,2.0213050122089324,1.5997142857142859,3.201,0.7673333333333333,3.369,4.448,3.369,1.2220751087509194,5.553142857142857,4.902,6.575333333333333,1.603,5.276,7.684,1.9360064934956036,0.531,0.37,0.511,0.528
0.625,"187","And getting offended or furious that a writers style isn;t to your taste is ultimately daft I suppose.",18,no,2.2952272727272733,2.0036666666666663,2.742,4.938999999999999,2.892,8.011,1.8628038756725784,5.065681818181818,6.978000000000001,4.508,3.579333333333333,5.29,7.34,1.284316434319519,1.7718636363636364,2.202666666666667,2.191,2.28,2.432,5.116,1.0767406857405382,5.163227272727273,7.132666666666666,4.438750000000001,3.638666666666667,5.071,7.861,1.3193888531768962,1.7963181818181821,2.797,1.49875,2.7213333333333334,3.831,4.115,1.0845179480551161,0.8226363636363636,1.2023333333333335,0.707,1.2363333333333333,2.073,1.744,0.39766264063597395,1.2606818181818185,2.3083333333333336,1.071,1.0616666666666668,3.464,3.221,0.7894127646466156,1.286681818181818,1.24,1.43025,1.9589999999999999,2.785,2.828,0.6751694945125604,1.201681818181818,1.5913333333333333,1.04575,0.8803333333333333,2.945,2.727,0.5135305792688064,1.743681818181818,4.089333333333333,1.5912499999999998,1.1706666666666667,4.067,5.926,1.404451609173781,2.233090909090909,2.8173333333333335,2.9380000000000006,3.317,2.346,6.929,1.4944216880847863,2.305454545454545,3.377333333333333,2.407,3.4493333333333336,4.448,4.7,1.2230449794038736,5.228000000000001,6.402333333333334,4.74375,3.3666666666666667,5.276,7.209,1.4251161356184274,0.477,0.308,0.462,0.401
0.312,"188","When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife",17,no,2.2785,2.742,2.7096666666666667,2.8064999999999998,3.2006666666666668,4.72,1.1453238337738922,5.0848,7.375,4.25,4.133,6.657999999999999,7.375,1.6921612651778852,1.7355500000000004,2.066,2.119333333333333,2.3825000000000003,1.894,4.266,0.9385072960488066,5.097600000000002,5.358,4.299666666666667,4.803999999999999,5.643999999999999,7.912,1.6051228318303734,2.3365,3.69,2.015333333333333,2.09125,3.5909999999999997,4.771,1.3897091516989408,1.2335999999999998,1.401,0.9303333333333333,1.2495,2.2390000000000003,3.797,0.7792536510222965,2.0091500000000004,3.778,1.6633333333333333,2.3937500000000003,3.5516666666666663,4.099,1.2072386183265291,1.78045,3.038,1.5843333333333334,1.8925,2.994666666666667,3.769,0.9957230895447949,2.0664,4.142,1.5183333333333333,0.89925,4.499666666666667,5.19,1.6307636699928107,2.3329999999999997,0.977,1.672,2.24625,2.122333333333333,5.135,1.4641911005559924,2.5705,4.387,2.565,3.8512500000000003,3.735666666666667,4.387,1.1740094817154991,2.73205,3.597,1.998333333333333,2.43725,4.696333333333333,6.403,1.380614907816155,5.19085,6.605,4.247333333333334,4.21575,6.297666666666667,7.036,1.6860178957344558,0.466,0.369,0.446,0.413
0.771,"189","@o2academybham since when the fuck can you not stand at a concert? #raging",13,no,2.0373846153846156,2.1615,1.409,2.892,9.366,9.366,2.2850243083485102,5.018461538461538,5.4175,5.5,5.29,3.565,7.513,1.1508093974376334,1.665153846153846,2.4165,1.4575,2.432,4.363,4.363,1.0738867760114694,5.2733846153846144,4.922000000000001,6.7295,5.071,2.532,6.916,1.1576061894027647,1.4870000000000003,2.318,0.8785000000000001,3.831,3.934,3.934,1.0007584623674188,0.793,1.1905000000000001,0.7130000000000001,2.073,2.345,2.345,0.5595706687571583,0.9976153846153846,0.9365,1.2685,3.464,3.257,3.257,0.7316358997094045,1.2726153846153847,1.5775,0.7315,2.785,4.355,4.355,1.0334794416969582,1.186923076923077,1.1145,0.9205000000000001,2.945,4.07,4.07,0.9166795570189238,2.954076923076923,5.7815,4.1049999999999995,4.067,4.113,6.929,2.4514250094430947,2.4059999999999997,5.8525,1.221,2.346,4.877,6.932,1.883067267341593,2.0264615384615388,2.752,0.8514999999999999,4.448,6.103,6.103,1.4671044961297415,5.477538461538462,5.5634999999999994,6.1425,5.276,2.414,7.019,1.2621596977261247,0.676,0.322,0.449,0.565
0.75,"190","@o2academybham since when the fuck can you not stand at a concert? ",12,no,1.4266666666666667,2.1615,1.409,2.892,2.892,3.011,0.6375886866415788,5.139583333333333,5.4175,5.5,5.29,5.29,7.513,1.1120722228290205,1.4403333333333332,2.4165,1.4575,2.432,2.432,3.61,0.7357055158557709,5.501833333333333,4.922000000000001,6.7295,5.071,5.071,6.916,0.8495544108352903,1.2830833333333336,2.318,0.8785000000000001,3.831,3.831,3.451,0.7091234612769016,0.6636666666666667,1.1905000000000001,0.7130000000000001,2.073,2.073,1.596,0.32305398741987196,0.8093333333333333,0.9365,1.2685,3.464,3.464,1.416,0.28496772810373816,1.01575,1.5775,0.7315,2.785,2.785,2.263,0.4790240314715669,0.9466666666666667,1.1145,0.9205000000000001,2.945,2.945,1.424,0.313166622316832,2.8575,5.7815,4.1049999999999995,4.067,4.067,6.929,2.5344676148866236,2.200083333333333,5.8525,1.221,2.346,2.346,6.932,1.807475560419878,1.68675,2.752,0.8514999999999999,4.448,4.448,3.705,0.8434633284047601,5.732833333333333,5.5634999999999994,6.1425,5.276,5.276,7.019,0.9019772052484911,0.571,0.24,0.419,0.46
